Region,Ocean,Latitude (N),Longitude €,Location,Depth (m),Depth range,SCOC (mmol O2 m-2 d-1),ex situ/ in situ,Measurement/ sampling device,TOU/ DOU/ AOU,median sediment grain size (?m),sediment type,photosynthetic sediment,dark/ light incubation/ measurements,Reference
Oregon shelf,Pacific Ocean,43.945,-124.2467,approximated location,79,continental shelf (>50-200m),6.7,in situ,lander with benthic chambers,TOU,NA,muddy sand,NA,dark,"Fuchsman, C. A., Devol, A. H., Chase, Z., Reimers, C. E. & Hales, B. Benthic fluxes on the Oregon shelf. Estuar. Coast. Shelf Sci. 163, 156–166 (2015)."
Oregon shelf,Pacific Ocean,44.2333,-124.315,approximated location,82,continental shelf (>50-200m),4.3,in situ,lander with benthic chambers,TOU,NA,sand,NA,dark,"Fuchsman, C. A., Devol, A. H., Chase, Z., Reimers, C. E. & Hales, B. Benthic fluxes on the Oregon shelf. Estuar. Coast. Shelf Sci. 163, 156–166 (2015)."
Oregon shelf,Pacific Ocean,44.2333,-124.315,approximated location,82,continental shelf (>50-200m),5,in situ,lander with benthic chambers,TOU,NA,sand,NA,dark,"Fuchsman, C. A., Devol, A. H., Chase, Z., Reimers, C. E. & Hales, B. Benthic fluxes on the Oregon shelf. Estuar. Coast. Shelf Sci. 163, 156–166 (2015)."
Oregon shelf,Pacific Ocean,44.245,-124.315,approximated location,81,continental shelf (>50-200m),6.4,in situ,lander with benthic chambers,TOU,NA,sand,NA,dark,"Fuchsman, C. A., Devol, A. H., Chase, Z., Reimers, C. E. & Hales, B. Benthic fluxes on the Oregon shelf. Estuar. Coast. Shelf Sci. 163, 156–166 (2015)."
Oregon shelf,Pacific Ocean,44.245,-124.315,approximated location,81,continental shelf (>50-200m),7.8,in situ,lander with benthic chambers,TOU,NA,sand,NA,dark,"Fuchsman, C. A., Devol, A. H., Chase, Z., Reimers, C. E. & Hales, B. Benthic fluxes on the Oregon shelf. Estuar. Coast. Shelf Sci. 163, 156–166 (2015)."
Oregon shelf,Pacific Ocean,44.6533,-124.1467,approximated location,51,continental shelf (>50-200m),10.7,in situ,lander with benthic chambers,TOU,NA,sand,NA,dark,"Fuchsman, C. A., Devol, A. H., Chase, Z., Reimers, C. E. & Hales, B. Benthic fluxes on the Oregon shelf. Estuar. Coast. Shelf Sci. 163, 156–166 (2015)."
Oregon shelf,Pacific Ocean,44.655,-124.1483,approximated location,50,near-shore (0-50m),7,in situ,lander with benthic chambers,TOU,NA,sand,NA,dark,"Fuchsman, C. A., Devol, A. H., Chase, Z., Reimers, C. E. & Hales, B. Benthic fluxes on the Oregon shelf. Estuar. Coast. Shelf Sci. 163, 156–166 (2015)."
Oregon shelf,Pacific Ocean,44.655,-124.1483,approximated location,50,near-shore (0-50m),7.2,in situ,lander with benthic chambers,TOU,NA,sand,NA,dark,"Fuchsman, C. A., Devol, A. H., Chase, Z., Reimers, C. E. & Hales, B. Benthic fluxes on the Oregon shelf. Estuar. Coast. Shelf Sci. 163, 156–166 (2015)."
Oregon shelf,Pacific Ocean,44.6567,-124.3,approximated location,82,continental shelf (>50-200m),5.5,in situ,lander with benthic chambers,TOU,NA,sand,NA,dark,"Fuchsman, C. A., Devol, A. H., Chase, Z., Reimers, C. E. & Hales, B. Benthic fluxes on the Oregon shelf. Estuar. Coast. Shelf Sci. 163, 156–166 (2015)."
Oregon shelf,Pacific Ocean,44.6567,-124.3,approximated location,82,continental shelf (>50-200m),5.8,in situ,lander with benthic chambers,TOU,NA,sand,NA,dark,"Fuchsman, C. A., Devol, A. H., Chase, Z., Reimers, C. E. & Hales, B. Benthic fluxes on the Oregon shelf. Estuar. Coast. Shelf Sci. 163, 156–166 (2015)."
Narragansett Bay,Atlantic Ocean,41.68,-71.44,approximated location,3,near-shore (0-50m),2.4,ex situ ,core incubation,TOU,NA,silt/ coarse silt,NA,NA,"Fulweiler, R. W., Nixon, S. W. & Buckley, B. A. Spatial and temporal variability of benthic oxygen demand and nutrient regeneration in an anthropogenically impacted New England estuary. Estuaries and Coasts 33, 1377–1390 (2010)"
Narragansett Bay,Atlantic Ocean,41.71,-71.31,approximated location,3,near-shore (0-50m),214,ex situ ,core incubation,TOU,NA,medium/ coarse sand,NA,NA,"Fulweiler, R. W., Nixon, S. W. & Buckley, B. A. Spatial and temporal variability of benthic oxygen demand and nutrient regeneration in an anthropogenically impacted New England estuary. Estuaries and Coasts 33, 1377–1390 (2010)"
Gulf of Mexico,Gulf of Mexico,28,-91.2,approximated location,53,continental shelf (>50-200m),10.08,in situ,lander with benthic chambers,TOU,NA,NA,NA,dark,"Gardner, W. S., Escobar Briones, E., Cruz Kaegi, E. & Rowe, G. T. Ammonium excretion by benthic invertebrates and sediment-water nitrogen flux in the Gulf of Mexico near the Mississippi river outflow. Estuaries 16, 799–808 (1993)"
Gulf of Mexico,Gulf of Mexico,28,-90.2,approximated location,106,continental shelf (>50-200m),5.28,in situ,lander with benthic chambers,TOU,NA,NA,NA,dark,"Gardner, W. S., Escobar Briones, E., Cruz Kaegi, E. & Rowe, G. T. Ammonium excretion by benthic invertebrates and sediment-water nitrogen flux in the Gulf of Mexico near the Mississippi river outflow. Estuaries 16, 799–808 (1993)"
Gulf of Mexico,Gulf of Mexico,28.6,-91.5,approximated location,25,near-shore (0-50m),6.72,in situ,lander with benthic chambers,TOU,NA,NA,NA,dark,"Gardner, W. S., Escobar Briones, E., Cruz Kaegi, E. & Rowe, G. T. Ammonium excretion by benthic invertebrates and sediment-water nitrogen flux in the Gulf of Mexico near the Mississippi river outflow. Estuaries 16, 799–808 (1993)"
Gulf of Mexico,Gulf of Mexico,28.8,-90.2,approximated location,29,near-shore (0-50m),9.36,in situ,lander with benthic chambers,TOU,NA,NA,NA,dark,"Gardner, W. S., Escobar Briones, E., Cruz Kaegi, E. & Rowe, G. T. Ammonium excretion by benthic invertebrates and sediment-water nitrogen flux in the Gulf of Mexico near the Mississippi river outflow. Estuaries 16, 799–808 (1993)"
"Grand Récif Aboré, New Caledonia",Pacific Ocean,-22.3967,166.3058,exact location,15,near-shore (0-50m),31.875,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Grand Récif Aboré, New Caledonia",Pacific Ocean,-22.3967,166.3058,exact location,15,near-shore (0-50m),32.625,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Grand Récif Aboré, New Caledonia",Pacific Ocean,-22.3967,166.3058,exact location,15,near-shore (0-50m),33.075,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Goéland, New Caledonia",Pacific Ocean,-22.3914,166.3417,exact location,12,near-shore (0-50m),59.625,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Goéland, New Caledonia",Pacific Ocean,-22.3914,166.3417,exact location,12,near-shore (0-50m),60,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Goéland, New Caledonia",Pacific Ocean,-22.3914,166.3417,exact location,12,near-shore (0-50m),70.05,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Sèche-Croissant, New Caledonia",Pacific Ocean,-22.3286,166.3622,exact location,15,near-shore (0-50m),68.4,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Sèche-Croissant, New Caledonia",Pacific Ocean,-22.3286,166.3622,exact location,15,near-shore (0-50m),70.05,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Sèche-Croissant, New Caledonia",Pacific Ocean,-22.3286,166.3622,exact location,15,near-shore (0-50m),80.325,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Récif Mbéré, New Caledonia",Pacific Ocean,-22.3256,166.2347,exact location,12,near-shore (0-50m),31.575,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Récif Mbéré, New Caledonia",Pacific Ocean,-22.3256,166.2347,exact location,12,near-shore (0-50m),34.275,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Récif Mbéré, New Caledonia",Pacific Ocean,-22.3256,166.2347,exact location,12,near-shore (0-50m),35.25,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Larégnère, New Caledonia",Pacific Ocean,-22.3247,166.3369,exact location,16,near-shore (0-50m),33.15,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Larégnère, New Caledonia",Pacific Ocean,-22.3247,166.3369,exact location,16,near-shore (0-50m),37.8,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Larégnère, New Caledonia",Pacific Ocean,-22.3247,166.3369,exact location,16,near-shore (0-50m),57.6,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Rocher à la Voile, New Caledonia",Pacific Ocean,-22.3208,166.4367,exact location,10,near-shore (0-50m),59.1,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Rocher à la Voile, New Caledonia",Pacific Ocean,-22.3208,166.4367,exact location,10,near-shore (0-50m),72.825,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Rocher à la Voile, New Caledonia",Pacific Ocean,-22.3208,166.4367,exact location,10,near-shore (0-50m),93.975,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Rocher à la Voile, New Caledonia",Pacific Ocean,-22.32,166.4422,exact location,10,near-shore (0-50m),66.675,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Rocher à la Voile, New Caledonia",Pacific Ocean,-22.32,166.4422,exact location,10,near-shore (0-50m),77.475,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Rocher à la Voile, New Caledonia",Pacific Ocean,-22.32,166.4422,exact location,10,near-shore (0-50m),90.225,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Sèche-Croissant, New Caledonia",Pacific Ocean,-22.3189,166.3711,exact location,10,near-shore (0-50m),83.175,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Sèche-Croissant, New Caledonia",Pacific Ocean,-22.3189,166.3711,exact location,10,near-shore (0-50m),98.7,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Sèche-Croissant, New Caledonia",Pacific Ocean,-22.3189,166.3711,exact location,10,near-shore (0-50m),105.075,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Signal, New Caledonia",Pacific Ocean,-22.3075,166.285,exact location,17,near-shore (0-50m),48.225,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Signal, New Caledonia",Pacific Ocean,-22.3075,166.285,exact location,17,near-shore (0-50m),68.55,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Signal, New Caledonia",Pacific Ocean,-22.3075,166.285,exact location,17,near-shore (0-50m),73.125,in situ,benthic incubation chamber,TOU,NA,sand,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Magenta Bay, New Caledonia",Pacific Ocean,-22.275,166.4925,exact location,14,near-shore (0-50m),26.925,in situ,benthic incubation chamber,TOU,NA,mud,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Magenta Bay, New Caledonia",Pacific Ocean,-22.275,166.4925,exact location,14,near-shore (0-50m),29.775,in situ,benthic incubation chamber,TOU,NA,mud,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Magenta Bay, New Caledonia",Pacific Ocean,-22.275,166.4925,exact location,14,near-shore (0-50m),35.025,in situ,benthic incubation chamber,TOU,NA,mud,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Boulari Bay, New Caledonia",Pacific Ocean,-22.27,166.5422,exact location,14,near-shore (0-50m),20.775,in situ,benthic incubation chamber,TOU,NA,mud,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Boulari Bay, New Caledonia",Pacific Ocean,-22.27,166.5422,exact location,14,near-shore (0-50m),23.55,in situ,benthic incubation chamber,TOU,NA,mud,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Boulari Bay, New Caledonia",Pacific Ocean,-22.27,166.5422,exact location,14,near-shore (0-50m),24.15,in situ,benthic incubation chamber,TOU,NA,mud,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Dumbea Bay, New Caledonia",Pacific Ocean,-22.2417,166.3881,exact location,17,near-shore (0-50m),38.925,in situ,benthic incubation chamber,TOU,NA,mud,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
"Dumbea Bay, New Caledonia",Pacific Ocean,-22.2417,166.3881,exact location,17,near-shore (0-50m),44.85,in situ,benthic incubation chamber,TOU,NA,mud,yes,dark,"Garrigue, C., Clavier, J., Boucher, G., Gérard, P. & Menou, J.-L. Oxygen and dioxide carbon fluxes at the water-sediment interface in the South West lagoon of New Caledonia: Methods and raw data. (1992)."
